정류장번호,정류장명
DGB7031002000,서평초등학교건너
DGB7031002100,서평초등학교
DGB7031002200,서대구역네거리1
DGB7031002300,서대구역네거리3
DGB7031002400,이현자동차검사소앞
DGB7031002500,이현자동차검사소건너
DGB7031002600,서대구공단네거리1
DGB7031002700,서대구공단네거리2
DGB7021006800,한국농어촌공사앞
DGB7021006900,한국농어촌공사건너
DGB7021007000,칠곡화성타운건너
DGB7021007100,칠곡화성타운앞1
DGB7021007300,칠곡청구타운앞
DGB7021007400,구암초등학교앞
DGB7021007500,구암초등학교건너
DGB7021008000,구암가구골목1
DGB7021008100,구암가구골목2
DGB7021008200,구암역(운전면허시험장)1
DGB7021008300,구암역(운전면허시험장)2
DGB7021008400,구암교1
DGB7021008500,구암교2
DGB7021008600,팔달신시장2
DGB7021008700,노원119안전센터앞
DGB7021008800,노원119안전센터건너
DGB7021008900,한국로봇산업진흥원건너
DGB7021009000,한국로봇산업진흥원앞
DGB7021009100,국민은행3공단지점건너
DGB7021009200,국민은행3공단지점앞
DGB7021009300,노원네거리(대구은행앞)
DGB7021009400,노원네거리(대구은행건너)
DGB7021009500,노원네거리3(기업은행)
DGB7021009600,노원네거리4(기업은행)
DGB7021009700,침산동화타운앞
DGB7021009800,침산동화타운건너
DGB7021009900,노원동화타운앞
DGB7021010000,노원동화타운건너
DGB7021010100,원대오거리북편1
DGB7021010200,원대오거리북편2
DGB7021010300,원대역1
DGB7021010400,팔달시장앞
DGB7021010500,팔달신시장
DGB7021010600,대구역북편네거리1
DGB7021010700,대구역북편네거리2
DGB7021010800,대구도시개발공사앞
DGB7021010900,대구삼성창조캠퍼스4
DGB7021011000,대구삼성창조캠퍼스3
DGB7021011100,침산코오롱하늘채건너
DGB7021011200,침산코오롱하늘채앞
DGB7021011300,침산네거리1
DGB7021011400,침산네거리2
DGB7021011500,침산중학교앞
DGB7021011600,침산중학교건너
DGB7021011700,북대구세무서건너
DGB7021011800,북대구세무서앞
DGB7021011900,북부경찰서건너
DGB7021012000,북구청역(3번출구)
DGB7021012100,북구청역(4번출구)
DGB7021012200,고성아파트건너(서편)
DGB7021012300,고성아파트(서편)
DGB7021012400,고성지구대1
DGB7021012500,고성지구대2
DGB7021012600,대구역서희스타힐스건너
DGB7021012700,칠성우방타운
DGB7021012800,DGB대구은행파크동편건너
DGB7021012900,DGB대구은행파크동편앞
DGB7021013000,오페라삼정그린코아APT
DGB7021013100,이마트칠성점앞
DGB7021013200,대구은행제2본점앞
DGB7021013300,북구청앞
DGB7021013400,북구청건너
DGB7021013500,북구청네거리2
DGB7021013600,서구제일사회복지관건너
DGB7021013700,KT북대구지사건너
DGB7021013800,KT북대구지사앞
DGB7021013900,DGB대구은행파크남편건너
DGB7021014000,DGB대구은행파크남편앞
DGB7021028500,경명여고건너
DGB7021028700,무태네거리(시외방향)
DGB7021028800,무태네거리(시내방향)
DGB7021028900,무태조야동행정복지센터앞2
DGB7021029000,무태조야동행정복지센터건너2
DGB7021029200,무태조야동연경분소1
DGB7021029300,복현현대맨션앞
DGB7021029400,복현현대맨션건너
DGB7021029500,칠성시장역(서문프라자앞)
DGB7021029600,칠성시장역(서문프라자건너)
DGB7021029700,노곡동
DGB7021029800,조야동(종점)
DGB7021029900,연암네거리3
DGB7021030000,보성기계건너
DGB7021030100,보성기계앞
DGB7021030200,한국로봇산업진흥원후문앞
DGB7021030300,한국로봇산업진흥원후문건너
DGB7021030400,고성아파트건너
DGB7021030500,고성아파트앞
DGB7021030600,시민교회앞
DGB7021030700,시민교회건너
DGB7021030800,대구역서희스타힐스앞
DGB7021030900,대구소방본부건너
DGB7021031000,도시철도대구역
DGB7021031100,홈플러스칠곡점앞
DGB7021031200,칠곡네스빌
DGB7021031300,동화골든빌(북편)
DGB7021031600,홈플러스칠곡점건너
DGB7021031700,칠곡주공그린빌1단지건너
DGB7021031800,칠곡주공그린빌1단지앞
DGB7021031900,동천역1
DGB7021032000,동천역2
DGB7021032100,거동교1
DGB7021032200,거동교2
DGB7021032300,보병50사단앞
DGB7021032400,보병50사단건너
DGB7021032500,강북소방서건너
DGB7021032700,중소기업관앞
DGB7021032800,한국패션센터
DGB7021032900,산업용재관
DGB7021033000,도남동(종점)
DGB7021033100,산격거평타운건너
DGB7021033200,산격거평타운앞
DGB7021033300,이곡양수장건너
DGB7021033400,이곡양수장앞
DGB7021033500,동서변리벤빌
DGB7021033600,유니버시아드레포츠센터건너
DGB7021033700,무태조야동행정복지센터앞1
DGB7021033800,무태조야동행정복지센터건너1
DGB7021033900,동서리치모아앞
DGB7021034000,동서리치모아건너
DGB7021034100,서변동영남네오빌앞
DGB7021034200,서변동영남네오빌건너
DGB7021034300,동서교회건너
DGB7021034400,동서교회앞
DGB7021034500,무태새마을금고앞
DGB7021034600,무태새마을금고건너
DGB7021034700,동변주공그린빌앞
DGB7021034800,동변주공그린빌건너
DGB7021034900,유니버시아드선수촌2단지건너
DGB7021035000,유니버시아드선수촌2단지앞
DGB7021035100,매천수산시장앞
DGB7021035200,매천수산시장건너
DGB7021035300,팔달중학교건너
DGB7021035400,팔달중학교앞
DGB7021035500,매천성당건너2
DGB7021035600,매천성당앞
DGB7021035900,태전중석타운
DGB7021053900,근로복지공단대구병원앞
DGB7021054000,학정청아람건너
DGB7021054100,학정청아람앞
DGB7021054300,근로복지공단대구병원건너
DGB7021054400,한라하우젠트
DGB7021054600,매천성당건너1
DGB7021054700,대구국제사격장
DGB7021054800,경대교2
DGB7021054900,관음변전소3
DGB7021055000,관음변전소4
DGB7021055100,매천대교2
DGB7021055200,검단동행정복지센터1
DGB7021055300,검단동행정복지센터2
DGB7021055500,태전우방타운1차
DGB7021055600,태전육교1
DGB7021055700,태전육교2
DGB7021055800,침산쌍용예가아파트앞
DGB7021055900,유니버시아드레포츠센터앞
DGB7021056000,도곡교1
DGB7021056200,도곡교2
DGB7021056300,태전역2
DGB7021056500,e편한세상대구금호건너
DGB7021056600,e편한세상대구금호앞
DGB7021056700,태전교회앞
DGB7021056800,태전우방타운3차아파트
DGB7021056900,온누리교회
DGB7021057000,태전삼성아파트
DGB7021057100,금호119안전센터앞
DGB7021057200,금호천년나무1단지동편건너
DGB7021057300,사수초등학교건너
DGB7021057400,사수초등학교앞
DGB7021057500,베네딕도수녀원건너
DGB7021057600,금호119안전센터건너
DGB7021057700,매천역1
DGB7021057800,매천시장역1
DGB7021057900,매천시장역2
DGB7021058000,팔달역1
DGB7021058100,팔거역1
DGB7021058200,팔거역2
DGB7021058400,매천대교3
DGB7021058500,칠곡운암역1
DGB7021058600,칠곡운암역2
DGB7021058700,노곡교(하중도)1
DGB7021058800,노곡교(하중도)2
DGB7021058900,금호서한이다음아파트앞
DGB7021059000,금호서한이다음아파트건너
DGB7021059100,금호천년나무1단지앞
DGB7021059200,금호천년나무1단지건너
DGB7021059300,금호지구종점(시내방향)
DGB7021059400,금호지구종점(종점방향)
DGB7021059500,금호천년나무1단지동편
DGB7021059600,베네딕도수녀원
DGB7021059700,칠곡경대병원역건너
DGB7021059800,동서변월드메르디앙아파트정문
DGB7021059900,만평네거리2
DGB7021060000,무태조야동행정복지센터앞3
DGB7021060100,신성교
DGB7021060200,칠성시장(양친회신협)건너
DGB7021060300,조야초등학교앞
DGB7021060400,조야초등학교건너
DGB7021060600,금호천년나무8단지앞
DGB7021060800,복현푸르지오아파트앞
DGB7021060900,태전두성3차앞
DGB7021061000,태전두성3차건너
DGB7021061100,문주마을1
DGB7021061200,문주마을2
DGB7021061300,협성휴포레강북건너
DGB7021061400,협성휴포레강북앞
DGB7021061500,국우동현대아파트건너2
DGB7021061600,연경1공영주차장건너
DGB7031002800,대구택시협동조합앞
DGB7031002900,대구택시협동조합건너
DGB7031003000,서대구공단네거리4
DGB7031003100,이현지구대앞
DGB7031003200,이현지구대건너
DGB7031003300,서대구공단네거리3
DGB7031003400,평화정공앞
DGB7031003500,평화정공건너
DGB7031003600,대구의료원건너
DGB7031003700,대구의료원앞
DGB7031003800,퀸스로드건너
DGB7031003900,퀸스로드앞
DGB7031004000,용전초등학교남편
DGB7031004100,감삼네거리1
DGB7031004200,광장타운앞
DGB7031004300,광장타운건너
DGB7031004400,두류역(달성고등학교앞)
DGB7031004500,두류역(달성고등학교건너)
DGB7031004600,내당삼익맨션건너
DGB7031004700,내당삼익맨션앞
DGB7031004800,평리청구타운건너
DGB7031004900,평리청구타운앞
DGB7031005000,신평리네거리1
DGB7031005100,신평리네거리2
DGB7031005200,한국폴리텍VI대구대학건너
DGB7031005300,한국폴리텍VI대구대학앞
DGB7031005400,서구시장앞
DGB7031005500,서구시장건너
DGB7031005600,대구학교지원센터건너 (대구학생예술창작터건너)
DGB7031005700,대구학교지원센터앞 (대구학생예술창작터앞)
DGB7031005800,북부정류장건너
DGB7031005900,서대구초등학교입구
DGB7031006000,비산7동우체국앞2
DGB7031006100,비산7동우체국앞1
DGB7031006200,비산7동우체국건너
DGB7031006300,만평네거리
DGB7031006400,원대역2
DGB7031006500,팔달시장건너
DGB7031006600,팔달시장역
DGB7031006700,삼익뉴타운앞
DGB7031006800,삼익뉴타운건너
DGB7031006900,진달래아파트앞
DGB7031007000,진달래아파트건너
DGB7031007100,서대구역서한이다음더퍼스트
DGB7031007200,평리광명맨션앞
DGB7031007400,평리5동행정복지센터건너
DGB7031007500,서부고등학교앞
DGB7031007600,서부고등학교건너
DGB7031007700,평리3동행정복지센터건너
DGB7031007800,평리중학교건너
DGB7031007900,서구청앞
DGB7031008000,서구청건너
DGB7031008100,이편한세상두류역건너
DGB7031008200,이편한세상두류역앞
DGB7031008300,보성2차홍실타운건너
DGB7031008400,보성2차홍실타운앞
DGB7031008500,평리2동행정복지센터건너
DGB7031008600,평리2동행정복지센터앞
DGB7031008700,황제맨션앞
DGB7031008800,황제맨션건너
DGB7031008900,홈플러스내당점앞
DGB7031009000,홈플러스내당점건너
DGB7031009100,현대해상건너
DGB7031009200,반고개1
DGB7031009300,새길시장건너
DGB7031009400,구)대영학원건너
DGB7031009500,구)대영학원앞
DGB7031009600,한전서대구지사앞
DGB7031009700,한전서대구지사건너
DGB7031009800,서부시장앞
DGB7031009900,서부시장건너
DGB7031010000,대구은행북비산지점건너2
DGB7031010100,대구은행북비산지점앞
DGB7031010200,비산6동행정복지센터앞
DGB7031010300,비산6동행정복지센터건너
DGB7031010400,평리1동행정복지센터앞
DGB7031010500,평리1동행정복지센터건너
DGB7031010600,KT서대구지사앞
DGB7031010700,달서교회건너
DGB7031010800,서도초등학교앞
DGB7031010900,서도초등학교건너
DGB7031011100,평리광명네거리
DGB7031011200,비산지하도1
DGB7031011300,대구제일고등학교건너
DGB7031011400,대구제일고등학교앞
DGB7031011500,큰장네거리1
DGB7031011600,큰장네거리2
DGB7031011700,큰장네거리3
DGB7031011800,큰장네거리4
DGB7031011900,평리6동행정복지센터건너
DGB7031012000,평리6동행정복지센터앞
DGB7031012100,대평리시장
DGB7031012200,서대구중학교앞
DGB7031012300,대평중학교건너
DGB7031012400,대평중학교앞
DGB7031012500,비산초등학교건너
DGB7031012600,비산초등학교앞
DGB7031012700,북비산네거리1
DGB7031012800,북비산네거리2
DGB7031012900,인동촌시장입구
DGB7031013000,인동촌시장건너
DGB7031013100,북구청네거리1
DGB7031013200,서구제일사회복지관앞
DGB7031013300,수정맨션앞
DGB7031013400,원대동행정복지센터건너
DGB7031013500,비원지구대건너
DGB7031013600,비원지구대앞
DGB7031013700,달성초등학교앞
DGB7031013800,달성초등학교건너
DGB7031013900,비산지하도2
DGB7031014000,원대시장앞
DGB7031014100,원대동행정복지센터앞
DGB7031014300,공단역2
DGB7031014400,대구의료원라파엘웰빙센터
DGB7031014500,경운초등학교앞
DGB7031014600,경운초등학교건너
DGB7031014700,새방지하도1
DGB7031014800,새방지하도2
DGB7031014900,경원고등학교앞
DGB7031015000,경원고등학교건너
DGB7031015100,KT서대구지사건너
DGB7031015200,새길시장앞
DGB7031015300,서대구역네거리2
DGB7031016000,북부정류장
DGB7031016100,상리동입구1
DGB7031016200,상리동입구2
DGB7031016300,상리동종점
DGB7031017000,반고개(내당역4번출구)
DGB7031017100,대구은행북비산지점건너1
DGB7031017200,달서교회앞
DGB7031018400,평리중학교앞
DGB7031018500,평리네거리3
DGB7031018600,상리동종점2
DGB7031018700,비산5동행정복지센터
DGB7031018800,달서천하수종말처리장앞
DGB7031018900,달서천하수종말처리장건너
DGB7031019000,서부소방서
DGB7031019100,상리동입구
DGB7361000562,군위군청
DGB7361000563,군위중-고등학교
DGB7361000565,대북2리
DGB7361000566,장군2리
DGB7361000567,장군1리
DGB7361000568,거매리
DGB7361000569,거매리
DGB7361000570,장기1리
DGB7361000571,장기1리
DGB7361000572,불로리
DGB7361000573,불로리
DGB7361000574,성1리
DGB7361000575,성1리
DGB7361000576,성1리
DGB7361000577,수서2리
DGB7361000578,수서2리
DGB7361000579,수서2리
DGB7361000580,군위군농산물공판장
DGB7361000581,군위군농산물공판장
DGB7361000582,역사테마공원
DGB7361000583,군위병원
DGB7361000584,군위병원
DGB7361000585,동부리
DGB7361000586,군위군민회관
DGB7361000587,성2리
DGB7361000588,성2리
DGB7361000589,오천리
DGB7361000590,노행리앞
DGB7361000591,노행1리-산촌마을
DGB7361000592,노행1리-산촌마을
DGB7361000593,노행1리
DGB7361000594,노행1리
DGB7361000595,나호리
DGB7361000596,나호리
DGB7361000597,나호1리
DGB7361000598,이화리
DGB7361000599,이화리
DGB7361000600,우보면사무소
DGB7361000601,우보면사무소
DGB7361000602,봉산2리
DGB7361000603,봉산2리
DGB7361000604,병수2리
DGB7361000605,병수2리
DGB7361000607,달산2리-음지말
DGB7361000608,달산2리-음지말
DGB7361000609,달산
DGB7361000610,달산
DGB7361000611,달산-양산골
DGB7361000612,달산-양산골
DGB7361000613,달산1리
DGB7361000614,달산1리
DGB7361000615,달산1리
DGB7361000616,달산1리
DGB7361000617,화계3리
DGB7361000618,화계3리
DGB7361000619,화계2리
DGB7361000620,화계2리
DGB7361000621,신화1리
DGB7361000622,신화1리
DGB7361000623,창평리
DGB7361000624,창평리
DGB7361000625,신화2리
DGB7361000626,신화2리
DGB7361000627,마시1리
DGB7361000628,마시1리
DGB7361000629,금매1리
DGB7361000630,금매1리
DGB7361000631,장군1리
DGB7361000632,장군2리
DGB7361000633,금구2리(수서2리)
DGB7361000635,원산2리-보정로아
DGB7361000637,효령
DGB7361000638,군위공용버스터미널
DGB7361000639,보현2리
DGB7361000640,거매리 로타리
DGB7361000641,미성교
DGB7361000642,미성1리 입구
DGB7361000643,미성1리
DGB7361000644,미성2리 노인정
DGB7361000645,미성2리
DGB7361000646,옥전길 입구
DGB7361000647,모산교
DGB7361000648,모산리
DGB7361000649,문덕교회
DGB7361000650,문덕1리
DGB7361000651,문덕리 입구
DGB7031019200,서도초등학교서편2
DGB7031019300,서도초등학교서편1
DGB7031019400,열병합발전소건너
DGB7031019500,열병합발전소앞
DGB7031019600,대구의료원라파엘웰빙센터건너
